edicao,ano,nome,qtd
83,2009,???,39
83,2009,Almoxarifado,12
83,2009,Almoxarifado Bebida,12
83,2009,Almoxarifado Doce,4
83,2009,Almoxarifado Souvenir,2
83,2009,Apoio,17
83,2009,Banheiro Masculino*,1
83,2009,Bar I,12
83,2009,Bar II,11
83,2009,Bar III,9
83,2009,Brinquedos,11
83,2009,Calabresa Brasa,12
83,2009,Calabresa Chapa I,13
83,2009,Chopp I,8
83,2009,Chopp II,8
83,2009,Churrasco Brasa I,8
83,2009,Churrasco Brasa II,10
83,2009,Churrasco Chapa I,10
83,2009,Churrasco Chapa II,11
83,2009,Compras,2
83,2009,Convites,2
83,2009,Cozinha,28
83,2009,Cozinha*,2
83,2009,Distribuição de Alimentos,4
83,2009,Distribuição de Alimentos*,2
83,2009,Doce Cantina,5
83,2009,Doce I,11
83,2009,Doce II,9
83,2009,Duplicado,2
83,2009,Equipe de Festa,10
83,2009,Estacionamento*,1
83,2009,Externa,8
83,2009,Fé e Compromisso,23
83,2009,Fila,44
83,2009,Fogazza,6
83,2009,Fogazza I - Barraca,26
83,2009,Fogazza I - Geral,2
83,2009,Fogazza I - Massa,59
83,2009,Fogazza I - Recheio,53
83,2009,Fogazza I*,1
83,2009,Fogazza II - Barraca,23
83,2009,Fogazza II - Geral,2
83,2009,Fogazza II - Produção,49
83,2009,Fogazza II – Produção,1
83,2009,Fogazza II*,2
83,2009,Fogazza Interna,3
83,2009,Fotógrafo,2
83,2009,Fricazza,19
83,2009,Informatica,3
83,2009,Interna da Festa,4
83,2009,Latinha I,8
83,2009,Latinha II,6
83,2009,Latinha III,8
83,2009,Leilão,9
83,2009,Lista de Espera,2
83,2009,Macarrão I,16
83,2009,Macarrão II,18
83,2009,Macarrão III,15
83,2009,Macarrão Iv,14
83,2009,Manutenção,2
83,2009,Pedaços de Amor - Barraca e Distribuição,13
83,2009,Pedaços de Amor - Produção,23
83,2009,Pessoal,7
83,2009,Pizza I,12
83,2009,Pizza II,11
83,2009,Polenta I,13
83,2009,Polenta II,11
83,2009,Portaria,20
83,2009,Praça de Alimentação*,3
83,2009,Prestadores de Serviços Gerais,3
83,2009,Recreação,22
83,2009,Recreação*,1
83,2009,Relações Públicas,3
83,2009,Rifa,14
83,2009,Secretaria,2
83,2009,Setor a,19
83,2009,Setor B,18
83,2009,Setor C,16
83,2009,Setor D,16
83,2009,Souvenir Externo,6
83,2009,Souvenir Interno,10
83,2009,Supervisão Geral,2
83,2009,Ticket Banheiro,1
83,2009,Típica,14
83,2009,VIsual,24
