edicao,ano,nome,qtd
78,2004,*reserva,53
78,2004,Almoxarifado,7
78,2004,Almoxarifado Bebida,2
78,2004,Almoxarifado Doce,2
78,2004,Apoio Externa,6
78,2004,Bar I,1
78,2004,Bar II,4
78,2004,Bolinho de Chuva,5
78,2004,Brinquedo,5
78,2004,Calabresa Brasa,11
78,2004,Calabresa Chapa,6
78,2004,Capelinha,2
78,2004,Churrasco Brasa,5
78,2004,Churrasco Chapa,7
78,2004,Churros,11
78,2004,Compras,2
78,2004,Contratado,14
78,2004,Convites,2
78,2004,Cozinha,27
78,2004,Crustoli,16
78,2004,Doce Cantina,3
78,2004,Doce I,9
78,2004,Doce II,5
78,2004,Equipe de Festa,10
78,2004,Fé e Compromisso,22
78,2004,Fila,24
78,2004,Finanças,13
78,2004,Fogazza,91
78,2004,Fogazza Interna,1
78,2004,Fricazza,13
78,2004,Imprensa,2
78,2004,Informática,4
78,2004,Latinha I,3
78,2004,Latinha II,4
78,2004,Latinha III,4
78,2004,Latinha Iv,2
78,2004,Latinha V,4
78,2004,Latinha VI,3
78,2004,Leilão,5
78,2004,Macarão III,1
78,2004,Macarrão I,11
78,2004,Macarrão II,12
78,2004,Macarrão III,11
78,2004,Macarrão Iv,10
78,2004,Manutenção,3
78,2004,Marketing,2
78,2004,Pedaços de Amor,19
78,2004,Pessoal,3
78,2004,Pessoal Contratado,1
78,2004,Pessoal Informática,2
78,2004,Pizza I,8
78,2004,Pizza II,7
78,2004,Polenta Bolognesa,8
78,2004,Portaria,15
78,2004,Preserve,1
78,2004,Recreação,22
78,2004,Relações Pública,2
78,2004,Religioso,2
78,2004,Rifa,10
78,2004,Secretaria,2
78,2004,Setor a,10
78,2004,Setor B,13
78,2004,Setor C,11
78,2004,Setor D,12
78,2004,Souvenir Externo,6
78,2004,Souvenir Interno,7
78,2004,Sub-corrd Bar I,1
78,2004,Típica,12
78,2004,VInho I,7
78,2004,VInho II,5
78,2004,VIsual,11
