edicao,ano,nome,qtd
88,2014,*duplicado,1
88,2014,*excluir,1
88,2014,*reserva,145
88,2014,Almox. Doce,4
88,2014,Almox. Souvenir,4
88,2014,Almoxarifado,17
88,2014,Almoxarifado Bebida,11
88,2014,Apoio,18
88,2014,Apoio Marketing,1
88,2014,Apoio Produção,2
88,2014,Bar I,9
88,2014,Bar I Cantina,9
88,2014,Bar II,5
88,2014,Bar II Cantina,6
88,2014,Bar III,7
88,2014,Brinquedo,11
88,2014,Calabresa Brasa,16
88,2014,Calabresa Chapa I,14
88,2014,Calabresa Chapa II,15
88,2014,Churrasco Brasa,10
88,2014,Churrasco Chapa I,13
88,2014,Churrasco Chapa II,10
88,2014,Compras,2
88,2014,Controle de Pão e Carne,2
88,2014,Convites,4
88,2014,Cozinha,33
88,2014,Cozinha II,1
88,2014,Distribuição de Alimentos,10
88,2014,Doce Cantina,6
88,2014,Doce I,12
88,2014,Doce II,10
88,2014,Equipe Suplente,11
88,2014,Externa,2
88,2014,Externa Setor I,2
88,2014,Externa Setor II,2
88,2014,Externa Setor III,2
88,2014,Externa Setor Iv,2
88,2014,Fé e Compromisso,25
88,2014,Fila,54
88,2014,Filmagem,2
88,2014,Fogazza I Barraca,33
88,2014,Fogazza I Prod.,104
88,2014,Fogazza II Barraca,22
88,2014,Fogazza II Prod.,51
88,2014,Fogazza Interna,4
88,2014,Fogazza Massa,6
88,2014,Fotógrafo,2
88,2014,Fricazza Barraca,12
88,2014,Fricazza Produção,16
88,2014,Interna da Festa,2
88,2014,Italianinhos,16
88,2014,Latinha I,6
88,2014,Latinha II,7
88,2014,Latinha III,4
88,2014,Latinha Iv,6
88,2014,Latinha V,7
88,2014,Latinha VI,7
88,2014,Latinha VIi,5
88,2014,Latinha VIii,4
88,2014,Leilão,9
88,2014,Locução,1
88,2014,Logistica / Suprimentos,8
88,2014,Macarrão I,20
88,2014,Macarrão II,16
88,2014,Macarrão III,14
88,2014,Macarrão Iv,20
88,2014,Manutenção,4
88,2014,Manutenção Igreja,1
88,2014,Marketing,1
88,2014,Ped. de Amor I Barr.,3
88,2014,Ped. de Amor II Barr.,4
88,2014,Ped. de Amor III Barr.,5
88,2014,Pedaços de Amor Produção,29
88,2014,Pessoal,3
88,2014,Pessoal Informatica,5
88,2014,Pizza I,11
88,2014,Pizza II,7
88,2014,Polenta I,12
88,2014,Polenta II,13
88,2014,Portaria,17
88,2014,Prestadores de Serviços,5
88,2014,Recepção de Produtos,3
88,2014,Recreação,32
88,2014,Rel. Públicas,3
88,2014,Religioso,7
88,2014,Rifa,18
88,2014,Secretaria,2
88,2014,Setor a,17
88,2014,Setor B,18
88,2014,Setor C,17
88,2014,Setor D,16
88,2014,Souvenir Externo,8
88,2014,Souvenir Interno,11
88,2014,Supervisão Alimentação,2
88,2014,Supervisão Apoio,2
88,2014,Supervisão Externa,2
88,2014,Supervisão Geral,1
88,2014,Supervisão Interna,2
88,2014,Supervisão Marketing,2
88,2014,Supervisão Pessoal,2
88,2014,Típica,16
88,2014,VIsual,9
