edicao,ano,nome,qtd
75,2001,Almoxarifado,4
75,2001,Almoxarifado Doce,1
75,2001,Amoxarifado Doce,1
75,2001,Bar I,4
75,2001,Bar II,2
75,2001,Brinquedo,4
75,2001,Calabresa Brasa,3
75,2001,Calabresa Chapa,6
75,2001,Churrasco,5
75,2001,Compras,4
75,2001,Contratada,6
75,2001,Convites,2
75,2001,Cozinha,20
75,2001,Doce Cantina,3
75,2001,Doce I,7
75,2001,Doce II,4
75,2001,Equipe de Festa,8
75,2001,Estacionamento,2
75,2001,Fé e Compromisso,19
75,2001,Fila,22
75,2001,Finanças,10
75,2001,Fogazza,87
75,2001,Fogazza Interna,3
75,2001,Fricazza,14
75,2001,Informática,3
75,2001,Latinha I,4
75,2001,Latinha II,3
75,2001,Latinha III,4
75,2001,Latinha Iv,3
75,2001,Latinha V,5
75,2001,Latinha VI,2
75,2001,Leilão,4
75,2001,Macarrão I,12
75,2001,Macarrão II,10
75,2001,Macarrão III,11
75,2001,Macarrão Iv,10
75,2001,Pedaços de Amor,9
75,2001,Pizza,1
75,2001,Pizza I,7
75,2001,Pizza II,8
75,2001,Polenta Bolognesa,9
75,2001,Polenta Frita,10
75,2001,Portaria,13
75,2001,Recreação,40
75,2001,Relações Públicas,2
75,2001,Religiosos,1
75,2001,Rifa,6
75,2001,Secretaria,1
75,2001,Setor a,13
75,2001,Setor B,10
75,2001,Setor C,12
75,2001,Setor D,11
75,2001,Souvenir,5
75,2001,Souvenir Externo,2
75,2001,Típica,10
75,2001,VInho I,7
75,2001,VInho II,3
75,2001,VIsual,11
