edicao,ano,nome,qtd
95,2021,Alimentação Equipistas,8
95,2021,Almoxarifado,4
95,2021,Apoio Alimentação,2
95,2021,Apoio Externa,2
95,2021,Bar I,6
95,2021,Calabresa,2
95,2021,Compras,2
95,2021,Convites,2
95,2021,Cozinha,25
95,2021,Delivery Divisão por Rotas e Despacho Motoqueiros,24
95,2021,Delivery Separação e Embalagens,21
95,2021,Delivery Separação e Embalagens / Setor D,2
95,2021,Distribuição de Alimentos,13
95,2021,Doce Cantina,6
95,2021,Embalagem Fogazza Delivery,4
95,2021,Embalagem Fogazza Retira,11
95,2021,Embalagem Macarrão,10
95,2021,Fé e Compromisso,20
95,2021,Fritadeira,17
95,2021,Fritadeira / Souvenir Interno,2
95,2021,Fritadeira/souvenir,2
95,2021,Italianinhos / Recreação,2
95,2021,Leilão,2
95,2021,Leilão / Marketing,2
95,2021,Manutenção,4
95,2021,Marketing,2
95,2021,Massa,4
95,2021,Mídia,13
95,2021,Pedidos,9
95,2021,Pessoal,7
95,2021,Portaria,11
95,2021,Produção de Fogazza,1
95,2021,Produção Fogazza,128
95,2021,Produção Fogazza e Fricazza,2
95,2021,Produção Fogazza/portaria,1
95,2021,Produção Fricazza,15
95,2021,Produção Polenta,7
95,2021,Recreação,6
95,2021,Relações Públicas,3
95,2021,Relações Públicas/leilão,2
95,2021,Retira Orientação de Fila,15
95,2021,Retira Separação e Embalagens,25
95,2021,Retira Separação e Embalagens / Setor D,1
95,2021,Retira Separação e Embalagens/portaria,1
95,2021,Retira Separação Embalagens/setor D,1
95,2021,Rifa,21
95,2021,Setor a,8
95,2021,Setor B,6
95,2021,Setor C,8
95,2021,Setor D,4
95,2021,Souvenir Interno,4
95,2021,Supervisão Alimentação,2
95,2021,Supervisão Apoio,2
95,2021,Supervisão Externa,2
95,2021,Supervisão Interna,2
95,2021,Supervisão Pessoal,2
95,2021,Tiramisu,12
95,2021,VIsual,7
