edicao,ano,nome,qtd
77,2003,Almoxarifado,11
77,2003,Almoxarifado Doce,3
77,2003,Almoxarifado Souvenir,2
77,2003,Apoio Externa,2
77,2003,Bar I,5
77,2003,Bar II,7
77,2003,Bolinho de Chuva,8
77,2003,Brinks,9
77,2003,Brinquedos,6
77,2003,Calabresa Brasa,15
77,2003,Calabresa Chapa,12
77,2003,Capelinha,2
77,2003,Churrasco Brasa,8
77,2003,Churrasco Chapa,9
77,2003,Churros,12
77,2003,Compras,4
77,2003,Contratado,9
77,2003,Convites,2
77,2003,Cozinha,32
77,2003,Crustoli,14
77,2003,Doce Cantina,5
77,2003,Doce I,10
77,2003,Doce II,9
77,2003,Equipe de Festa,10
77,2003,Estacionamento,3
77,2003,Externa,2
77,2003,Fé e Compromisso,26
77,2003,Fila,23
77,2003,Finanças,12
77,2003,Fogazza,95
77,2003,Fogazza Interna,4
77,2003,Fricazza,15
77,2003,Imprensa,2
77,2003,Informática,4
77,2003,Interna,2
77,2003,Latinha I,5
77,2003,Latinha II,4
77,2003,Latinha III,6
77,2003,Latinha Iv,3
77,2003,Latinha V,5
77,2003,Latinha VI,4
77,2003,Leilão,5
77,2003,Macarrão I,14
77,2003,Macarrão II,17
77,2003,Macarrão III,11
77,2003,Macarrão Iv,13
77,2003,Manutenção,2
77,2003,Marketing,2
77,2003,Pedaços de Amor,19
77,2003,Pessoal,4
77,2003,Pizza I,8
77,2003,Pizza II,10
77,2003,Polenta Bolognesa,9
77,2003,Portaria,18
77,2003,Recreação,23
77,2003,Relações Públicas,2
77,2003,Religioso,4
77,2003,Rifa,13
77,2003,Secretaria,2
77,2003,Setor a,15
77,2003,Setor B,13
77,2003,Setor C,14
77,2003,Setor D,17
77,2003,Souvenir Externo,5
77,2003,Souvenir Interno,11
77,2003,Típica,14
77,2003,VInho I,8
77,2003,VInho II,6
77,2003,VIsual,20
