edicao,ano,nome,qtd
98,2024,Almoxarifado,13
98,2024,Almoxarifado Bebidas,10
98,2024,Almoxarifado Doce,6
98,2024,Almoxarifado Souvenir,6
98,2024,Apoio,23
98,2024,Apoio Alimentação,2
98,2024,Apoio Almoxarifado,2
98,2024,Apoio Dom Orione,14
98,2024,Apoio Interna,4
98,2024,Apoio Pessoal,2
98,2024,Bar I,7
98,2024,Bar II,6
98,2024,Café,4
98,2024,Calabresa Brasa,17
98,2024,Calabresa Chapa I,14
98,2024,Calabresa Chapa II,12
98,2024,Churrasco Brasa I,10
98,2024,Churrasco Brasa II,10
98,2024,Compras,3
98,2024,Contagem de Fichas,8
98,2024,Contratados,4
98,2024,Controle Pessoal,3
98,2024,Convites,4
98,2024,Cozinha,38
98,2024,Distribuição de Alimentos,7
98,2024,Doce Cantina,10
98,2024,Doce I,9
98,2024,Doces Italianos I,8
98,2024,Doces Italianos II,7
98,2024,Doces Italianos III,7
98,2024,Doces Italianos Iv,6
98,2024,Equipe Suplente,22
98,2024,Externa,2
98,2024,Externa Setor I,2
98,2024,Externa Setor II,2
98,2024,Externa Setor III,2
98,2024,Externa Setor Iv,2
98,2024,Externa Setor V,2
98,2024,Fé e Compromisso,29
98,2024,Fila,87
98,2024,Fogazza I,4
98,2024,Fogazza I Barraca,21
98,2024,Fogazza I Produção,117
98,2024,Fogazza II,2
98,2024,Fogazza II Barraca,6
98,2024,Fogazza II Produção,98
98,2024,Fogazza III,4
98,2024,Fogazza III Barraca,11
98,2024,Fogazza III Produção,78
98,2024,Fogazza Interna,5
98,2024,Fogazza Massa,7
98,2024,Fricazza Barraca,16
98,2024,Fricazza Produção,21
98,2024,Italianinhos,17
98,2024,Latinha I,7
98,2024,Latinha II,5
98,2024,Latinha III,6
98,2024,Latinha Iv,5
98,2024,Leilão,8
98,2024,Logística,10
98,2024,Macarrão I,17
98,2024,Macarrão II,16
98,2024,Macarrão III,17
98,2024,Macarrão Iv,14
98,2024,Manutenção,11
98,2024,Memorial,11
98,2024,Mídia,5
98,2024,Mortadela,10
98,2024,Pessoal Informática,4
98,2024,Pizza,7
98,2024,Polenta I,8
98,2024,Polenta II,8
98,2024,Polenta Produção,6
98,2024,Portaria,21
98,2024,Recreação,31
98,2024,Relações Públicas e Marketing,7
98,2024,Rifa,10
98,2024,Secretaria,2
98,2024,Setor a,15
98,2024,Setor B,16
98,2024,Setor C,16
98,2024,Setor D,16
98,2024,Sfogliatta,9
98,2024,Som e Projeção,3
98,2024,Souvenir Externo,7
98,2024,Souvenir Interno,12
98,2024,Supervisão Alimentação,2
98,2024,Supervisão Apoio,2
98,2024,Supervisão Externa,2
98,2024,Supervisão Interna,2
98,2024,Supervisão Pessoal,2
98,2024,Típica,13
98,2024,VInho I,7
98,2024,VInho II,6
98,2024,VIsual,9
