edicao,ano,nome,qtd
90,2016,*reserva,172
90,2016,Alimentação,2
90,2016,Almox. Bebidas,11
90,2016,Almox. Doce,4
90,2016,Almox. Souvenir,3
90,2016,Almoxarifado,15
90,2016,Apoio,17
90,2016,Bar I,8
90,2016,Bar I Cantina,6
90,2016,Bar II Cantina,6
90,2016,Brinquedo,5
90,2016,Calabresa Brasa,16
90,2016,Calabresa Chapa I,12
90,2016,Calabresa Chapa II,11
90,2016,Churrasco Brasa,12
90,2016,Churrasco Chapa I,11
90,2016,Churrasco Chapa II,12
90,2016,Compras,2
90,2016,Controle Pessoal,4
90,2016,Convites,3
90,2016,Cozinha,38
90,2016,Distribuição de Alimentos,8
90,2016,Doce Cantina,8
90,2016,Doce I,11
90,2016,Doce II,10
90,2016,Doces Italianos I,6
90,2016,Doces Italianos II,6
90,2016,Equipe Suplente,25
90,2016,Externa,2
90,2016,Externa Setor I,2
90,2016,Externa Setor II,2
90,2016,Externa Setor III,2
90,2016,Fé e Compromisso,30
90,2016,Fila,59
90,2016,Fogazza I Barraca,29
90,2016,Fogazza I Prod.,99
90,2016,Fogazza II Barraca,26
90,2016,Fogazza II Prod.,55
90,2016,Fogazza Interna,5
90,2016,Fogazza Massa,4
90,2016,Fricazza Barraca,14
90,2016,Fricazza Produção,18
90,2016,Interna da Festa,2
90,2016,Italianinhos,19
90,2016,Latinha I,6
90,2016,Latinha II,5
90,2016,Latinha III,6
90,2016,Latinha Iv,6
90,2016,Latinha Ix,6
90,2016,Latinha V,6
90,2016,Latinha VI,6
90,2016,Latinha VIi,6
90,2016,Latinha VIii,6
90,2016,Latinha X,6
90,2016,Leilão,9
90,2016,Logistica / Suprimentos,11
90,2016,Macarrão I,16
90,2016,Macarrão II,14
90,2016,Macarrão III,17
90,2016,Macarrão Iv,14
90,2016,Manutenção,7
90,2016,Marketing,2
90,2016,Midia,7
90,2016,Pessoal,2
90,2016,Pessoal Informatica,5
90,2016,Pizza I,10
90,2016,Pizza II,10
90,2016,Polenta I,12
90,2016,Polenta II,10
90,2016,Polenta Produção,4
90,2016,Portaria,16
90,2016,Prestadores de Serviços,11
90,2016,Recepção de Produtos,2
90,2016,Recreação,27
90,2016,Rel. Públicas,5
90,2016,Religioso,7
90,2016,Rifa,19
90,2016,Secretaria,2
90,2016,Setor a,16
90,2016,Setor B,16
90,2016,Setor C,16
90,2016,Setor D,14
90,2016,Souvenir Externo,7
90,2016,Souvenir Interno,11
90,2016,Supervisão Alimentação,2
90,2016,Supervisão Apoio,2
90,2016,Supervisão Externa,2
90,2016,Supervisão Geral,1
90,2016,Supervisão Interna,2
90,2016,Supervisão Marketing,2
90,2016,Supervisão Pessoal,3
90,2016,Típica,15
90,2016,VIsual,7
