edicao,ano,nome,qtd
92,2018,*reserva,267
92,2018,Alimentação,2
92,2018,Almox. Bebidas,11
92,2018,Almox. Doce,4
92,2018,Almox. Souvenir,4
92,2018,Almoxarifado,16
92,2018,Apoio,20
92,2018,Apoio Dom Orione,15
92,2018,Bar I Cantina,7
92,2018,Bar II Cantina,6
92,2018,Brinquedo,3
92,2018,Café,6
92,2018,Calabresa Brasa,16
92,2018,Calabresa Chapa I,12
92,2018,Calabresa Chapa II,10
92,2018,Churrasco Brasa,8
92,2018,Churrasco Chapa I,9
92,2018,Churrasco Chapa II,9
92,2018,Compras,2
92,2018,Controle Pessoal,4
92,2018,Controles Gerais,22
92,2018,Convites,4
92,2018,Cozinha,33
92,2018,Distribuição de Alimentos,12
92,2018,Doce Cantina,8
92,2018,Doce I,10
92,2018,Doce II,9
92,2018,Doces Italianos I,5
92,2018,Doces Italianos II,5
92,2018,Doces Italianos III,5
92,2018,Equipe Suplente,23
92,2018,Externa,2
92,2018,Externa Setor I,2
92,2018,Externa Setor II,2
92,2018,Externa Setor III,2
92,2018,Fé e Compromisso,15
92,2018,Fila,65
92,2018,Fogazza I Barraca,29
92,2018,Fogazza I Prod.,112
92,2018,Fogazza II Barraca,24
92,2018,Fogazza II Prod.,42
92,2018,Fogazza III Barraca,18
92,2018,Fogazza III Prod.,57
92,2018,Fogazza Interna,4
92,2018,Fogazza Massa I,5
92,2018,Fogazza Massa III,4
92,2018,Fricazza Barraca,13
92,2018,Fricazza Produção,17
92,2018,Interna da Festa,2
92,2018,Italianinhos,15
92,2018,Latinha I,6
92,2018,Latinha II,4
92,2018,Latinha III,6
92,2018,Latinha Iv,6
92,2018,Latinha V,5
92,2018,Latinha VI,5
92,2018,Latinha VIi,6
92,2018,Leilão,5
92,2018,Logistica,4
92,2018,Macarrão I,13
92,2018,Macarrão II,13
92,2018,Macarrão III,15
92,2018,Macarrão Iv,14
92,2018,Manutenção,10
92,2018,Marketing,4
92,2018,Midia,7
92,2018,Pessoal,2
92,2018,Pessoal Informatica,5
92,2018,Pizza I,8
92,2018,Pizza II,8
92,2018,Polenta I,7
92,2018,Polenta II,7
92,2018,Polenta Produção,2
92,2018,Portaria,13
92,2018,Prestadores de Serviços,6
92,2018,Recepção de Produtos,3
92,2018,Recreação,19
92,2018,Rel. Públicas,5
92,2018,Religioso,7
92,2018,Rifa,17
92,2018,Secretaria,2
92,2018,Setor a,15
92,2018,Setor B,15
92,2018,Setor C,16
92,2018,Setor D,16
92,2018,Souvenir Externo,6
92,2018,Souvenir Interno,10
92,2018,Supervisão Alimentação,2
92,2018,Supervisão Apoio,2
92,2018,Supervisão Externa,2
92,2018,Supervisão Geral,2
92,2018,Supervisão Interna,2
92,2018,Supervisão Pessoal,3
92,2018,Típica,13
92,2018,VInho I,5
92,2018,VInho II,5
92,2018,VIsual,11
