edicao,ano,nome,qtd
89,2015,*reserva,220
89,2015,Almox. Doce,4
89,2015,Almox. Souvenir,3
89,2015,Almoxarifado,1
89,2015,Almoxarifado Geral,23
89,2015,Apoio,17
89,2015,Bar I,9
89,2015,Bar I Cantina,7
89,2015,Bar II,8
89,2015,Bar II Cantina,6
89,2015,Bar III,7
89,2015,Brinquedo,13
89,2015,Calabresa Brasa,17
89,2015,Calabresa Chapa I,12
89,2015,Calabresa Chapa II,13
89,2015,Churrasco Brasa,9
89,2015,Churrasco Chapa I,12
89,2015,Churrasco Chapa II,12
89,2015,Compras,2
89,2015,Controle Pessoal,3
89,2015,Convites,2
89,2015,Cozinha,34
89,2015,Distribuição de Alimentos,10
89,2015,Doce Cantina,7
89,2015,Doce I,12
89,2015,Doce II,10
89,2015,Equipe Suplente,18
89,2015,Externa,2
89,2015,Externa Setor I,2
89,2015,Externa Setor II,2
89,2015,Externa Setor III,2
89,2015,Fé e Compromisso,26
89,2015,Fila,64
89,2015,Filmagem,2
89,2015,Fogazza I Barraca,34
89,2015,Fogazza I Prod.,99
89,2015,Fogazza II Barraca,23
89,2015,Fogazza II Prod.,52
89,2015,Fogazza Interna,4
89,2015,Fogazza Massa,5
89,2015,Fotógrafo,2
89,2015,Fricazza Barraca,16
89,2015,Fricazza Produção,16
89,2015,Interna da Festa,2
89,2015,Italianinhos,19
89,2015,Latinha I,8
89,2015,Latinha II,5
89,2015,Latinha III,7
89,2015,Latinha Iv,4
89,2015,Latinha V,7
89,2015,Latinha VI,6
89,2015,Latinha VIi,8
89,2015,Latinha VIii,6
89,2015,Leilão,9
89,2015,Logistica / Suprimentos,12
89,2015,Macarrão I,18
89,2015,Macarrão II,16
89,2015,Macarrão III,16
89,2015,Macarrão Iv,17
89,2015,Manutenção,10
89,2015,Ped. de Amor I Barr.,4
89,2015,Ped. de Amor II Barr.,4
89,2015,Ped. de Amor III Barr.,4
89,2015,Pedaços de Amor Produção,24
89,2015,Pessoal,3
89,2015,Pessoal Informatica,7
89,2015,Pizza I,11
89,2015,Pizza II,10
89,2015,Polenta I,13
89,2015,Polenta II,14
89,2015,Portaria,16
89,2015,Prestadores de Serviços,12
89,2015,Recepção de Produtos,2
89,2015,Recreação,31
89,2015,Rel. Públicas,5
89,2015,Religioso,7
89,2015,Rifa,18
89,2015,Secretaria,2
89,2015,Setor a,17
89,2015,Setor B,18
89,2015,Setor C,15
89,2015,Setor D,16
89,2015,Souvenir Externo,6
89,2015,Souvenir Interno,11
89,2015,Supervisão Alimentação,2
89,2015,Supervisão Apoio,2
89,2015,Supervisão Externa,2
89,2015,Supervisão Geral,1
89,2015,Supervisão Interna,2
89,2015,Supervisão Marketing,2
89,2015,Supervisão Pessoal,2
89,2015,Típica,16
89,2015,VIsual,8
