edicao,ano,nome,qtd
85,2011,Almoxarifado,13
85,2011,Almoxarifado Bebida,13
85,2011,Almoxarifado Doce,5
85,2011,Almoxarifado Souvenir,3
85,2011,Apoio,18
85,2011,Apoio Suprimentos,3
85,2011,Banda,30
85,2011,Bar I,9
85,2011,Bar I Cantina,8
85,2011,Bar II,11
85,2011,Bar II Cantina,6
85,2011,Bar III,7
85,2011,Brinquedo,10
85,2011,Calabresa Brasa,18
85,2011,Calabresa Chapa I,14
85,2011,Calabresa Chapa II,13
85,2011,Churrasco Brasa,11
85,2011,Churrasco Chapa I,9
85,2011,Churrasco Chapa II,13
85,2011,Compras,2
85,2011,Convites,4
85,2011,Cozinha,31
85,2011,Distribuição de Alimentos,6
85,2011,Doce Cantina,6
85,2011,Doce I,10
85,2011,Doce II,7
85,2011,Equipe de Festa,10
85,2011,Equipe Suplente,7
85,2011,Externa,10
85,2011,Fé e Compromisso,19
85,2011,Fila,54
85,2011,Filmagem,2
85,2011,Fogazza,6
85,2011,Fogazza I,109
85,2011,Fogazza II,75
85,2011,Fogazza Interna,3
85,2011,Fotógrafo,2
85,2011,Fricazza Barraca,17
85,2011,Fricazza Produção,15
85,2011,Interna da Festa,4
85,2011,Latinha I,6
85,2011,Latinha II,7
85,2011,Latinha III,4
85,2011,Leilão,12
85,2011,Macarrão I,18
85,2011,Macarrão II,18
85,2011,Macarrão III,16
85,2011,Macarrão Iv,20
85,2011,Manutenção,8
85,2011,Pedaços de Amor Distribuição,2
85,2011,Pedaços de Amor I Barraca,2
85,2011,Pedaços de Amor II Barraca,3
85,2011,Pedaços de Amor III Barraca,3
85,2011,Pedaços de Amor Produção,30
85,2011,Pessoal,8
85,2011,Pessoal/informática,3
85,2011,Pizza I,11
85,2011,Pizza II,11
85,2011,Polenta I,13
85,2011,Polenta II,12
85,2011,Polenta Produção,2
85,2011,Portaria,24
85,2011,Prestadores de Serviços,3
85,2011,Recreação,30
85,2011,Recusou,4
85,2011,Relações Públicas,4
85,2011,Religioso,3
85,2011,Rifa,10
85,2011,Secretaria,2
85,2011,Setor a,16
85,2011,Setor B,19
85,2011,Setor C,18
85,2011,Setor D,16
85,2011,Souvenir Externo,7
85,2011,Souvenir Interno,15
85,2011,Supervisão Geral,3
85,2011,Típica,16
85,2011,VIsual,21
