edicao,ano,nome,qtd
91,2017,*reserva,798
91,2017,Alimentação,2
91,2017,Almox. Bebidas,11
91,2017,Almox. Doce,4
91,2017,Almox. Souvenir,2
91,2017,Almoxarifado,15
91,2017,Apoio,20
91,2017,Apoio Dom Orione,10
91,2017,Bar I,8
91,2017,Bar I Cantina,6
91,2017,Bar II Cantina,6
91,2017,Brinquedo,5
91,2017,Calabresa Brasa,16
91,2017,Calabresa Chapa I,8
91,2017,Calabresa Chapa II,5
91,2017,Churrasco Brasa,10
91,2017,Churrasco Chapa I,10
91,2017,Churrasco Chapa II,11
91,2017,Compras,2
91,2017,Controle Pessoal,4
91,2017,Convites,4
91,2017,Cozinha,27
91,2017,Distribuição de Alimentos,8
91,2017,Doce Cantina,8
91,2017,Doce I,10
91,2017,Doce II,10
91,2017,Doces Italianos I,5
91,2017,Doces Italianos II,5
91,2017,Doces Italianos III,5
91,2017,Equipe Suplente,28
91,2017,Externa,3
91,2017,Externa Setor I,2
91,2017,Externa Setor II,2
91,2017,Externa Setor III,2
91,2017,Fé e Compromisso,30
91,2017,Fila,62
91,2017,Fogazza I Barraca,36
91,2017,Fogazza I Prod.,104
91,2017,Fogazza II Barraca,23
91,2017,Fogazza II Prod.,51
91,2017,Fogazza Interna,5
91,2017,Fogazza Massa,5
91,2017,Foto/filmagem,5
91,2017,Fricazza Barraca,14
91,2017,Fricazza Produção,19
91,2017,Interna da Festa,2
91,2017,Italianinhos,12
91,2017,Latinha I,6
91,2017,Latinha II,6
91,2017,Latinha III,6
91,2017,Latinha Iv,6
91,2017,Latinha V,6
91,2017,Latinha VI,5
91,2017,Latinha VIi,6
91,2017,Latinha VIii,6
91,2017,Leilão,8
91,2017,Logistica / Suprimentos,14
91,2017,Macarrão I,17
91,2017,Macarrão II,15
91,2017,Macarrão III,17
91,2017,Macarrão Iv,15
91,2017,Manutenção,7
91,2017,Marketing,2
91,2017,Midia,2
91,2017,Pessoal,2
91,2017,Pessoal Informatica,5
91,2017,Pizza I,9
91,2017,Pizza II,11
91,2017,Polenta I,10
91,2017,Polenta II,10
91,2017,Polenta Produção,5
91,2017,Portaria,16
91,2017,Prestadores de Serviços,9
91,2017,Recepção de Produtos,2
91,2017,Recreação,24
91,2017,Rel. Públicas,5
91,2017,Religioso,5
91,2017,Rifa,17
91,2017,Secretaria,2
91,2017,Setor a,15
91,2017,Setor B,16
91,2017,Setor C,16
91,2017,Setor D,17
91,2017,Souvenir Externo,6
91,2017,Souvenir Interno,11
91,2017,Supervisão Alimentação,2
91,2017,Supervisão Apoio,2
91,2017,Supervisão Externa,2
91,2017,Supervisão Geral,2
91,2017,Supervisão Interna,2
91,2017,Supervisão Marketing,2
91,2017,Supervisão Pessoal,3
91,2017,Típica,15
91,2017,VIsual,10
