edicao,ano,nome,qtd
80,2006,Almoxarifado,12
80,2006,Almoxarifado Bebida,6
80,2006,Almoxarifado Doce,2
80,2006,Almoxarifado Souvenir,3
80,2006,Apoio Externa,6
80,2006,Bar I,7
80,2006,Bar II,5
80,2006,Bolinho de Chuva,8
80,2006,Brinquedo,9
80,2006,Brinquedo*,1
80,2006,Caixa*,4
80,2006,Calabresa Brasa,13
80,2006,Calabresa Chapa,13
80,2006,Cantina*,2
80,2006,Churrasco Brasa I,10
80,2006,Churrasco Brasa II,5
80,2006,Churrasco Chapa,10
80,2006,Churros,13
80,2006,Compras,4
80,2006,Contratado,1
80,2006,Convites,3
80,2006,Cozinha,32
80,2006,Cozinha*,6
80,2006,Crustoli,16
80,2006,Doce Cantina,5
80,2006,Doce I,10
80,2006,Doce II,7
80,2006,Equipe de Festa,10
80,2006,Estacionamento*,2
80,2006,Fé e Compromisso,19
80,2006,Fila,24
80,2006,Finanças,17
80,2006,Fogazza,103
80,2006,Fogazza Interna,4
80,2006,Fogazza*,1
80,2006,Fricazza,17
80,2006,Garagem*,1
80,2006,Imprensa*,1
80,2006,Informatica,3
80,2006,Interna,2
80,2006,Latinha I,4
80,2006,Latinha II,5
80,2006,Latinha III,5
80,2006,Latinha Iv,4
80,2006,Latinha V,5
80,2006,Leilão,7
80,2006,Louça*,1
80,2006,Macarrão I,14
80,2006,Macarrão II,15
80,2006,Macarrão II*,1
80,2006,Macarrão III,11
80,2006,Macarrão III e Iv*,1
80,2006,Macarrão Iv,15
80,2006,Manutenção,5
80,2006,Marketing,4
80,2006,Memorial,2
80,2006,Mortadela Chapa,7
80,2006,Pedaços de Amor,19
80,2006,Pessoal,3
80,2006,Pizza I,11
80,2006,Pizza II,11
80,2006,Polenta Bolognesa,9
80,2006,Portaria,10
80,2006,Recreação,27
80,2006,Recreação*,1
80,2006,Relações Públicas,4
80,2006,Religioso,1
80,2006,Rifa,10
80,2006,Secretaria,2
80,2006,Setor a,17
80,2006,Setor B,15
80,2006,Setor C,18
80,2006,Setor D,18
80,2006,Souvenir Externo,7
80,2006,Souvenir Interno,8
80,2006,Supervisão Geral,2
80,2006,Típica,11
80,2006,VInho I,9
80,2006,VInho II,9
80,2006,VIsual,17
