edicao,ano,nome,qtd
87,2013,*reserva,145
87,2013,Almox. Doce,4
87,2013,Almox. Souvenir,4
87,2013,Almoxarifado,16
87,2013,Almoxarifado Bebida,12
87,2013,Apoio,18
87,2013,Banda,30
87,2013,Bar I,9
87,2013,Bar I Cantina,7
87,2013,Bar II,7
87,2013,Bar II Cantina,6
87,2013,Bar III,9
87,2013,Brinquedo,14
87,2013,Calabresa Brasa,15
87,2013,Calabresa Chapa I,13
87,2013,Calabresa Chapa II,12
87,2013,Churrasco Brasa,10
87,2013,Churrasco Chapa I,15
87,2013,Churrasco Chapa II,12
87,2013,Compras,2
87,2013,Controle de Carne,2
87,2013,Controle de Pão,2
87,2013,Convites,5
87,2013,Cozinha,34
87,2013,Distribuição de Alimentos,8
87,2013,Doce Cantina,7
87,2013,Doce I,11
87,2013,Doce II,9
87,2013,Equipe Suplente,10
87,2013,Externa,2
87,2013,Externa Setor I,2
87,2013,Externa Setor II,1
87,2013,Externa Setor III,2
87,2013,Externa Setor Iv,2
87,2013,Fé e Compromisso,27
87,2013,Fila,58
87,2013,Filmagem,2
87,2013,Fogazza,2
87,2013,Fogazza I Barraca,36
87,2013,Fogazza I Prod.,107
87,2013,Fogazza II Barraca,25
87,2013,Fogazza II Prod.,55
87,2013,Fogazza Interna,5
87,2013,Fogazza Massa,6
87,2013,Fotógrafo,2
87,2013,Fricazza Barraca,14
87,2013,Fricazza Produção,18
87,2013,Interna,2
87,2013,Latinha I,8
87,2013,Latinha II,6
87,2013,Latinha III,7
87,2013,Leilão,10
87,2013,Livre,20
87,2013,Locução,1
87,2013,Logistica / Suprimentos,2
87,2013,Macarrão I,19
87,2013,Macarrão II,18
87,2013,Macarrão III,23
87,2013,Macarrão Iv,19
87,2013,Manutenção,4
87,2013,Manutenção Igreja,1
87,2013,Marketing,2
87,2013,Ótimo,1
87,2013,Ped. de Amor I Barr.,4
87,2013,Ped. de Amor II Barr.,4
87,2013,Ped. de Amor III Barr.,4
87,2013,Pedaços de Amor Produção,25
87,2013,Pessoal,6
87,2013,Pessoal Informática,3
87,2013,Pizza I,12
87,2013,Pizza II,11
87,2013,Polenta I,12
87,2013,Polenta II,14
87,2013,Polenta Produção,2
87,2013,Portaria,25
87,2013,Prestadores de Serviços,4
87,2013,Produção,2
87,2013,Recepção de Produtos,3
87,2013,Recreação,41
87,2013,Rel. Públicas,3
87,2013,Religioso,8
87,2013,Rifa,17
87,2013,Secretaria,2
87,2013,Setor a,15
87,2013,Setor B,19
87,2013,Setor C,18
87,2013,Setor D,15
87,2013,Souvenir Externo,8
87,2013,Souvenir Interno,12
87,2013,Supervisão Alimentação,2
87,2013,Supervisão Apoio,2
87,2013,Supervisão Externa,2
87,2013,Supervisão Geral,3
87,2013,Supervisão Interna,2
87,2013,Supervisão Marketing,2
87,2013,Supervisão Pessoal,2
87,2013,Típica,23
87,2013,VIsual,15
