edicao,ano,nome,qtd
99,2025,Almoxarifado Bebidas,11
99,2025,Almoxarifado Central,12
99,2025,Almoxarifado Doce,9
99,2025,Almoxarifado Souvenir,3
99,2025,Apoio,21
99,2025,Apoio Alimentação,2
99,2025,Apoio Dom Orione,11
99,2025,Apoio Ficheiro,2
99,2025,Apoio Finanças,2
99,2025,Apoio Interna,4
99,2025,Apoio Pessoal,2
99,2025,Apoio Suplentes,24
99,2025,Bar I,7
99,2025,Bar II,5
99,2025,Calabresa Brasa,17
99,2025,Calabresa Chapa I,14
99,2025,Calabresa Chapa II,11
99,2025,Churrasco Brasa I,10
99,2025,Churrasco Brasa II,10
99,2025,Compras,5
99,2025,Contagem de Fichas,6
99,2025,Contratados,5
99,2025,Controle,10
99,2025,Controle Pessoal,4
99,2025,Convites,4
99,2025,Cozinha,43
99,2025,Distribuição de Alimentos,8
99,2025,Doce Cantina,11
99,2025,Doce I,10
99,2025,Doces Italianos I,8
99,2025,Doces Italianos II,13
99,2025,Doces Italianos III,8
99,2025,Doces Italianos Iv,7
99,2025,Externa,2
99,2025,Externa Setor I,2
99,2025,Externa Setor II,2
99,2025,Externa Setor III,2
99,2025,Externa Setor Iv,2
99,2025,Fé e Compromisso,26
99,2025,Fila,87
99,2025,Fogazza I Barraca,22
99,2025,Fogazza I Produção,123
99,2025,Fogazza II Barraca,23
99,2025,Fogazza II Produção,72
99,2025,Fogazza III Barraca,18
99,2025,Fogazza III Produção,65
99,2025,Fogazza Interna,5
99,2025,Fogazza Massa,7
99,2025,Fricazza Barraca,18
99,2025,Fricazza Produção,23
99,2025,Italianinhos,19
99,2025,Latinha I,7
99,2025,Latinha II,5
99,2025,Latinha III,6
99,2025,Latinha Iv,6
99,2025,Leilão,11
99,2025,Logística,10
99,2025,Macarrão I,21
99,2025,Macarrão II,18
99,2025,Macarrão III,19
99,2025,Macarrão Iv,17
99,2025,Manutenção,10
99,2025,Memorial,8
99,2025,Mídia,7
99,2025,Mortadela,9
99,2025,Pessoal Informática,4
99,2025,Pizza,7
99,2025,Polenta I,9
99,2025,Polenta II,7
99,2025,Polenta Produção,7
99,2025,Portaria,22
99,2025,Recreação,38
99,2025,Relações Públicas e Marketing,8
99,2025,Rifa,27
99,2025,Secretaria,2
99,2025,Setor a,16
99,2025,Setor B,17
99,2025,Setor C,18
99,2025,Setor D,13
99,2025,Sfogliata,9
99,2025,Som e Projeção,1
99,2025,Souvenir Externo,6
99,2025,Souvenir Interno,9
99,2025,Supervisão Alimentação,2
99,2025,Supervisão Apoio,2
99,2025,Supervisão Externa,2
99,2025,Supervisão Interna,2
99,2025,Supervisão Pessoal,2
99,2025,Típica,16
99,2025,VInho I,6
99,2025,VInho II,6
99,2025,VIsual,7
