edicao,ano,nome,qtd
76,2002,Almoxarifado,7
76,2002,Apoio - Relações Públicas,2
76,2002,Apoio Externa,2
76,2002,Bar I,4
76,2002,Bar II,4
76,2002,Brinks,2
76,2002,Brinquedos,3
76,2002,Calabresa Brasa,12
76,2002,Calabresa Chapa,6
76,2002,Churrasco,8
76,2002,Coleta Seletiva,1
76,2002,Compras,2
76,2002,Contratada,8
76,2002,Contratado,2
76,2002,Convites,3
76,2002,Cozinha,23
76,2002,Criança,9
76,2002,Crustoli,10
76,2002,Doce Cantina,4
76,2002,Doce I,8
76,2002,Doce II,9
76,2002,Equipe de Festa,8
76,2002,Estacionamento,2
76,2002,Fé e Compromisso,21
76,2002,Fila,20
76,2002,Finanças,11
76,2002,Fogazza,99
76,2002,Fogazza Interna,2
76,2002,Fricazza,16
76,2002,Imprensa,1
76,2002,Informática,1
76,2002,Interna,1
76,2002,Latinha I,4
76,2002,Latinha II,3
76,2002,Latinha III,3
76,2002,Latinha Iv,3
76,2002,Latinha Ll,1
76,2002,Latinha V,4
76,2002,Latinha VI,2
76,2002,Leilão,4
76,2002,Macarrão I,13
76,2002,Macarrão II,11
76,2002,Macarrão III,13
76,2002,Macarrão Iv,10
76,2002,Manutenção,1
76,2002,Pe. Bogaz,1
76,2002,Pe. Gilmar,1
76,2002,Pedaços de Amor,16
76,2002,Pessoal,2
76,2002,Pizza I,9
76,2002,Pizza II,9
76,2002,Polenta Bolognesa,1
76,2002,Polenta Bolonhesa,5
76,2002,Polenta Frita,10
76,2002,Portaria,16
76,2002,Recreação,20
76,2002,Relações Públicas,2
76,2002,Rifa,8
76,2002,Secretaria,2
76,2002,Setor a,9
76,2002,Setor B,14
76,2002,Setor C,13
76,2002,Setor D,13
76,2002,Souvenir Externo,6
76,2002,Souvenir Interno,8
76,2002,Típica,10
76,2002,VInho I,7
76,2002,VInho II,7
76,2002,VIsual,13
